p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	species
3.65443240540267e-56	2.31696511677051	0.157	0.034	1.81811666601188e-51	Spis-XP-022797510-1	Spis
5.52316669463502e-85	2.31619863679258	0.262	0.061	2.74783066224787e-80	Spis-XP-022781123-1	Spis
2.57826862388538e-32	2.29883648080766	0.126	0.034	1.28271442306921e-27	Spis-XP-022795289-1	Spis
1.04007110723144e-34	2.28509681105237	0.103	0.023	5.17445776558712e-30	Spis-XP-022795898-1	Spis
1.32714638045219e-111	2.27239629106737	0.218	0.034	6.60268595738768e-107	Spis-XP-022783327-1	Spis
7.98925736658502e-33	2.27168710043219	0.121	0.032	3.97473543244971e-28	Spis-XP-022780168-1	Spis
5.20880559954934e-42	2.25348551595783	0.113	0.023	2.59143287383179e-37	Spis-XP-022793861-1	Spis
3.76779657294386e-50	2.25203594120174	0.134	0.027	1.8745164730053e-45	Spis-XP-022802438-1	Spis
1.29764681505755e-33	2.24377737058009	0.103	0.024	6.45592266959281e-29	Spis-XP-022787550-1	Spis
3.64412874425061e-98	2.24355575346385	0.162	0.021	1.81299049155212e-93	Spis-XP-022793206-1	Spis
2.64866082990658e-88	2.23605591338543	0.261	0.058	1.31773524948682e-83	Spis-XP-022810230-1	Spis
4.12692031215861e-32	2.23248437375247	0.103	0.024	2.05318412450203e-27	Spis-XP-022784630-1	Spis
7.00885469103597e-64	2.21277970789526	0.154	0.029	3.4869752973373e-59	Spis-XP-022788909-1	Spis
1.18357529979727e-70	2.18203544673585	0.2	0.043	5.8884054740214e-66	Spis-XP-022796177-1	Spis
3.11364273903988e-38	2.18090271856456	0.11	0.024	1.54906839909973e-33	Spis-orphan-peak-3841	Spis
1.83626813116531e-93	2.15688352185602	0.258	0.055	9.13561757936055e-89	Spis-Spis25830-1	Spis
2.56754415327638e-88	2.14600602935009	0.145	0.019	1.27737889169653e-83	Spis-XP-022788615-1	Spis
