p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	species
0	5.58663863562598	0.119	0.001	0	Amil-Amillepora22295	Amil
0	5.57974535088521	0.131	0.001	0	Amil-orphan-10474	Amil
0	5.39369368769916	0.262	0.007	0	Amil-Amillepora33313	Amil
0	5.39130738311119	0.272	0.004	0	Amil-orphan-520	Amil
0	5.37353059327893	0.7	0.02	0	Amil-Amillepora19589	Amil
0	5.36371164099414	0.107	0.001	0	Amil-Amillepora22466	Amil
0	5.33794616900863	0.235	0.008	0	Amil-Amillepora09066	Amil
0	5.31825324837828	0.359	0.008	0	Amil-Amillepora22228	Amil
0	5.24056713709155	0.778	0.049	0	Amil-Amillepora37624	Amil
0	5.23057678531951	0.726	0.022	0	Amil-Amillepora12339	Amil
0	5.20467523086703	0.186	0.005	0	Amil-Amillepora24407	Amil
0	5.19256844549191	0.216	0.004	0	Amil-orphan-2150	Amil
0	5.17165740715417	0.556	0.036	0	Amil-Amillepora09555	Amil
0	5.06300514104942	0.604	0.017	0	Amil-Amillepora19445	Amil
0	5.05789446036594	0.138	0.003	0	Amil-orphan-4738	Amil
0	5.00548049295046	0.131	0.004	0	Amil-Amillepora13716	Amil
0	4.98098835639531	0.666	0.04	0	Amil-Amillepora19493	Amil
0	4.97561704614981	0.186	0.005	0	Amil-Amillepora03739	Amil
0	4.95749518964911	0.101	0.002	0	Amil-Amillepora02322	Amil
0	4.95498092946252	0.651	0.026	0	Amil-orphan-14473	Amil
0	4.83105103824522	0.112	0.003	0	Amil-orphan-3416	Amil
0	4.82333922791235	0.661	0.031	0	Amil-Amillepora25026	Amil
0	4.78618230773645	0.415	0.007	0	Amil-orphan-2561	Amil
0	4.73507112267309	0.223	0.01	0	Amil-orphan-751	Amil
0	4.67151520295921	0.129	0.005	0	Amil-orphan-14615	Amil
0	4.64228214049001	0.699	0.033	0	Amil-Amillepora29197	Amil
0	4.60912542456506	0.16	0.007	0	Amil-Amillepora33372	Amil
0	4.58506550487521	0.154	0.005	0	Amil-orphan-2110	Amil
0	4.53027173159144	0.103	0.004	0	Amil-orphan-15	Amil
0	4.52354064865827	0.216	0.008	0	Amil-orphan-5336	Amil
0	4.51202379533457	0.246	0.009	0	Amil-Amillepora35794	Amil
0	4.5004250547214	0.262	0.009	0	Amil-Amillepora06059	Amil
0	4.4943053876908	0.12	0.003	0	Amil-orphan-3483	Amil
0	4.49253152380535	0.686	0.058	0	Amil-Amillepora13527	Amil
0	4.47955194409465	0.261	0.012	0	Amil-orphan-4408	Amil
0	4.47576760915278	0.436	0.021	0	Amil-Amillepora22042	Amil
0	4.45764150350028	0.164	0.006	0	Amil-orphan-1460	Amil
0	4.44134835790075	0.105	0.004	0	Amil-Amillepora03242	Amil
0	4.43075210548183	0.795	0.038	0	Amil-Amillepora15356	Amil
0	4.37887269662941	0.705	0.055	0	Amil-Amillepora24415	Amil
0	4.37047285187015	0.119	0.002	0	Amil-Amillepora05263	Amil
0	4.35564544840306	0.134	0.003	0	Amil-Amillepora05216	Amil
0	4.35220992830852	0.477	0.029	0	Amil-Amillepora22083	Amil
0	4.33639790772055	0.344	0.02	0	Amil-Amillepora12512	Amil
0	4.33145046853268	0.846	0.104	0	Amil-Amillepora22520	Amil
0	4.32405442431247	0.283	0.01	0	Amil-Amillepora22339	Amil
0	4.23195152499234	0.285	0.014	0	Amil-Amillepora32262	Amil
0	4.22059440145435	0.369	0.017	0	Amil-Amillepora30015	Amil
0	4.19296655189273	0.278	0.014	0	Amil-Amillepora34517	Amil
0	4.19077371072235	0.192	0.008	0	Amil-Amillepora06735	Amil
0	4.16747063451874	0.231	0.009	0	Amil-Amillepora27250	Amil
1.0949281761321e-311	4.16545581144926	0.105	0.005	4.75790089656441e-307	Amil-Amillepora22129	Amil
0	4.14221038228266	0.137	0.006	0	Amil-orphan-4919	Amil
0	4.08505195506444	0.151	0.008	0	Amil-Amillepora19564	Amil
0	4.07247804401185	0.158	0.009	0	Amil-orphan-8614	Amil
0	4.06337577511387	0.639	0.045	0	Amil-orphan-145	Amil
0	4.04448297815001	0.121	0.005	0	Amil-Amillepora02716	Amil
0	4.04381441310367	0.206	0.011	0	Amil-Amillepora16513	Amil
0	4.02545674277701	0.224	0.006	0	Amil-Amillepora26246	Amil
0	4.00762937636785	0.695	0.064	0	Amil-Amillepora04249	Amil
0	4.00078068394642	0.149	0.006	0	Amil-Amillepora04530	Amil
0	3.99292094992643	0.437	0.032	0	Amil-Amillepora02498	Amil
0	3.99204536063204	0.113	0.004	0	Amil-orphan-6370	Amil
0	3.97963064881054	0.301	0.019	0	Amil-Amillepora33399	Amil
0	3.95737034608507	0.183	0.01	0	Amil-Amillepora23294	Amil
0	3.93772479004252	0.334	0.03	0	Amil-Amillepora14798	Amil
0	3.93741735173429	0.333	0.019	0	Amil-Amillepora12192	Amil
0	3.93184472810489	0.173	0.008	0	Amil-Amillepora27384	Amil
0	3.88671223896083	0.786	0.089	0	Amil-Amillepora14877	Amil
0	3.88482910893148	0.536	0.047	0	Amil-Amillepora01760	Amil
7.04492451541795e-272	3.87164086770077	0.116	0.008	3.06130149892972e-267	Amil-orphan-10875	Amil
0	3.8478146879127	0.232	0.015	0	Amil-Amillepora25370	Amil
0	3.8476672997071	0.442	0.019	0	Amil-Amillepora33350	Amil
0	3.78876622191914	0.419	0.037	0	Amil-Amillepora29777	Amil
0	3.78678700607855	0.245	0.006	0	Amil-Amillepora24464	Amil
0	3.78482734647325	0.129	0.005	0	Amil-Amillepora06734	Amil
0	3.78324253673499	0.39	0.024	0	Amil-Amillepora02854	Amil
0	3.75502447693904	0.23	0.015	0	Amil-Amillepora32146	Amil
0	3.75451203899792	0.246	0.023	0	Amil-Amillepora14128	Amil
0	3.7470060458931	0.132	0.008	0	Amil-Amillepora12333	Amil
2.74428918592409e-295	3.70119478145204	0.118	0.007	1.19250342285145e-290	Amil-Amillepora25745	Amil
0	3.67981545570537	0.15	0.008	0	Amil-Amillepora08724	Amil
0	3.67483079677973	0.169	0.012	0	Amil-Amillepora10698	Amil
0	3.54733675400119	0.367	0.029	0	Amil-Amillepora34516	Amil
7.67190213814552e-293	3.54054393347143	0.146	0.012	3.33374835510975e-288	Amil-Amillepora24223	Amil
6.32720523492466e-280	3.53777971392104	0.105	0.006	2.74942376278416e-275	Amil-Amillepora29173	Amil
0	3.53730494495799	0.707	0.13	0	Amil-Amillepora30730	Amil
0	3.53465655329067	0.171	0.009	0	Amil-Amillepora26932	Amil
0	3.53044071541587	0.168	0.013	0	Amil-Amillepora10601	Amil
0	3.52445931702652	0.752	0.1	0	Amil-orphan-871	Amil
0	3.52283857477486	0.564	0.051	0	Amil-orphan-5360	Amil
0	3.48511929287996	0.205	0.012	0	Amil-orphan-2001	Amil
0	3.43335321512735	0.369	0.031	0	Amil-Amillepora12340	Amil
0	3.41405521805513	0.37	0.042	0	Amil-orphan-14258	Amil
0	3.37718638782966	0.218	0.016	0	Amil-Amillepora00175	Amil
0	3.36721141381125	0.267	0.026	0	Amil-Amillepora22155	Amil
3.92908760976907e-148	3.36502970481389	0.105	0.013	1.70734572994905e-143	Amil-Amillepora33401	Amil
0	3.33900506731733	0.387	0.048	0	Amil-Amillepora03488	Amil
0	3.29513628870347	0.864	0.074	0	Amil-Amillepora32633	Amil
1.2204269441255e-270	3.29377017915852	0.116	0.008	5.30324324300293e-266	Amil-Amillepora16354	Amil
0	3.27058571985626	0.911	0.17	0	Amil-Amillepora30757	Amil
0	3.25793792119682	0.573	0.048	0	Amil-Amillepora02855	Amil
0	3.24566747122952	0.595	0.065	0	Amil-Amillepora15568	Amil
5.00819659472246e-215	3.21692043842335	0.102	0.008	2.1762617482707e-210	Amil-Amillepora24808	Amil
0	3.21505010062439	0.382	0.042	0	Amil-Amillepora21899	Amil
0	3.18471255471382	0.406	0.041	0	Amil-orphan-8914	Amil
0	3.17842830854709	0.874	0.254	0	Amil-Amillepora24738	Amil
0	3.15464615191889	0.121	0.004	0	Amil-Amillepora21616	Amil
0	3.15059786668772	0.182	0.017	0	Amil-Amillepora16958	Amil
0	3.14273675975365	0.43	0.086	0	Amil-orphan-6458	Amil
0	3.12349374133309	0.461	0.061	0	Amil-Amillepora28798	Amil
0	3.09642586221115	0.297	0.035	0	Amil-Amillepora24881	Amil
0	3.06226484741683	0.326	0.054	0	Amil-orphan-9801	Amil
0	3.05186309917956	0.349	0.048	0	Amil-Amillepora11601	Amil
0	3.04121933393476	0.246	0.028	0	Amil-Amillepora10188	Amil
0	3.04120850247628	0.275	0.035	0	Amil-Amillepora05791	Amil
0	3.03499259155518	0.417	0.043	0	Amil-Amillepora25212	Amil
0	3.02529974042954	0.253	0.03	0	Amil-Amillepora33757	Amil
0	3.01945735954171	0.48	0.073	0	Amil-Amillepora17890	Amil
3.58923573847507e-98	2.99331255416751	0.1	0.018	1.55966649779696e-93	Amil-Amillepora05427	Amil
1.28103219270046e-197	2.99321548508943	0.116	0.012	5.56659729016057e-193	Amil-Amillepora25177	Amil
9.00595545775002e-301	2.95825685940292	0.214	0.028	3.91344788461069e-296	Amil-Amillepora07469	Amil
0	2.94219708692907	0.425	0.057	0	Amil-Amillepora00198	Amil
2.04906228630342e-297	2.93661104106059	0.26	0.042	8.90399525890288e-293	Amil-Amillepora24877	Amil
9.71098244068516e-244	2.92599585670745	0.156	0.018	4.21981030977533e-239	Amil-Amillepora06563	Amil
1.73031392104984e-250	2.90791148219583	0.149	0.015	7.51890611252997e-246	Amil-Amillepora27457	Amil
2.82412581419614e-231	2.90771360525136	0.125	0.012	1.22719563130079e-226	Amil-orphan-6456	Amil
0	2.90710975912783	0.265	0.031	0	Amil-Amillepora21937	Amil
2.9963994501643e-158	2.88061984818351	0.104	0.012	1.3020554170744e-153	Amil-Amillepora03039	Amil
0	2.85729329412559	0.494	0.089	0	Amil-Amillepora06234	Amil
0	2.85602550992011	0.351	0.052	0	Amil-Amillepora15852	Amil
0	2.85178965803632	0.248	0.033	0	Amil-orphan-5523	Amil
0	2.84810147776205	0.261	0.032	0	Amil-Amillepora06483	Amil
4.26281287020741e-193	2.84402273192782	0.16	0.024	1.85236270461993e-188	Amil-Amillepora14153	Amil
0	2.84096482820745	0.598	0.088	0	Amil-Amillepora05457	Amil
0	2.84023037544581	0.241	0.025	0	Amil-Amillepora04493	Amil
0	2.82661269117296	0.8	0.124	0	Amil-Amillepora02735	Amil
7.61362076943803e-201	2.80867124797217	0.134	0.016	3.3084227691516e-196	Amil-Amillepora25086	Amil
0	2.80534145853314	0.359	0.055	0	Amil-Amillepora06023	Amil
0	2.78272183002674	0.338	0.034	0	Amil-Amillepora19327	Amil
0	2.77212266634605	0.179	0.007	0	Amil-orphan-3213	Amil
0	2.77003004231741	0.796	0.171	0	Amil-Amillepora24667	Amil
0	2.76918512684803	0.693	0.138	0	Amil-Amillepora25742	Amil
1.89006201595011e-186	2.76109966893196	0.134	0.017	8.21307548410961e-182	Amil-orphan-6860	Amil
0	2.73128850038551	0.32	0.037	0	Amil-Amillepora15475	Amil
0	2.70773134013582	0.939	0.203	0	Amil-Amillepora28569	Amil
0	2.69700766158595	0.309	0.04	0	Amil-Amillepora24049	Amil
5.34508054484288e-253	2.69401842088281	0.141	0.013	2.32265129995602e-248	Amil-Amillepora12327	Amil
0	2.69324454177127	0.852	0.255	0	Amil-Amillepora31412	Amil
6.5315404536774e-149	2.68345027211102	0.121	0.017	2.83821558874098e-144	Amil-Amillepora03724	Amil
0	2.67490595237033	0.523	0.086	0	Amil-Amillepora24224	Amil
1.03735226863029e-133	2.66478757807078	0.108	0.016	4.50771054810605e-129	Amil-Amillepora16908	Amil
1.40867782571605e-239	2.66061423079974	0.17	0.021	6.12126862386653e-235	Amil-Amillepora09784	Amil
6.58035589148307e-163	2.63618493093995	0.115	0.014	2.85942784908505e-158	Amil-orphan-4623	Amil
1.01883313190578e-309	2.63602966260294	0.332	0.066	4.42723749138337e-305	Amil-Amillepora24857	Amil
1.66426506059082e-218	2.6341994453019	0.123	0.012	7.23189739429134e-214	Amil-Amillepora23134	Amil
0	2.62753761534241	0.821	0.212	0	Amil-Amillepora08329	Amil
0	2.62510723668675	0.289	0.032	0	Amil-Amillepora08846	Amil
5.92878775009496e-323	2.62416532612501	0.212	0.024	2.57629542892626e-318	Amil-Amillepora11450	Amil
0	2.62349887639781	0.97	0.323	0	Amil-Amillepora14669	Amil
0	2.61334021851716	0.254	0.033	0	Amil-Amillepora05876	Amil
3.96399653905699e-190	2.60378686585511	0.15	0.021	1.72251505608182e-185	Amil-orphan-4048	Amil
0	2.57049516928796	0.308	0.05	0	Amil-Amillepora03606	Amil
2.19727059957092e-272	2.56839508319364	0.184	0.022	9.54801966337548e-268	Amil-Amillepora10912	Amil
2.51246562988334e-118	2.55779776351086	0.102	0.016	1.09176681480951e-113	Amil-orphan-7584	Amil
0	2.55710866079619	0.808	0.142	0	Amil-Amillepora03548	Amil
0	2.5563095860092	0.415	0.056	0	Amil-Amillepora20872	Amil
0	2.5474678813631	0.871	0.314	0	Amil-Amillepora03937	Amil
0	2.54357855194413	0.83	0.221	0	Amil-Amillepora13111	Amil
0	2.54212330748431	0.225	0.025	0	Amil-Amillepora14759	Amil
6.83742176146816e-106	2.53709501619928	0.111	0.02	2.97113325222837e-101	Amil-Amillepora06366	Amil
3.47383008688161e-136	2.52927478222033	0.102	0.014	1.50951812595353e-131	Amil-Amillepora31647	Amil
7.01385858714006e-195	2.52548906367887	0.133	0.016	3.04780211045584e-190	Amil-Amillepora06416	Amil
0	2.51609231886918	0.537	0.098	0	Amil-Amillepora26162	Amil
0	2.49594962041232	0.307	0.044	0	Amil-Amillepora03899	Amil
0	2.47880949312841	0.352	0.053	0	Amil-Amillepora20768	Amil
1.65028828951856e-127	2.47231917172049	0.171	0.039	7.17116273327395e-123	Amil-Amillepora33753	Amil
7.35032299168804e-139	2.46958802584589	0.18	0.04	3.19400935280812e-134	Amil-Amillepora11596	Amil
0	2.44879663044301	0.55	0.127	0	Amil-Amillepora13227	Amil
7.43725767764429e-228	2.44652269517837	0.202	0.032	3.23178595124355e-223	Amil-orphan-5973	Amil
1.71550005972466e-225	2.434314949523	0.187	0.027	7.45453395952752e-221	Amil-Amillepora15545	Amil
6.12673770467623e-147	2.43175729082949	0.135	0.022	2.66231260219001e-142	Amil-Amillepora06992	Amil
2.15518283893541e-135	2.43174342073309	0.106	0.015	9.36513150830991e-131	Amil-Amillepora09844	Amil
1.13576154218785e-290	2.43047362248775	0.283	0.05	4.9353382054231e-286	Amil-Amillepora10123	Amil
4.19774423725299e-120	2.42635813014708	0.122	0.022	1.82408778085592e-115	Amil-Amillepora15070	Amil
6.47353509623669e-219	2.40280975499175	0.21	0.036	2.81300994071869e-214	Amil-Amillepora01804	Amil
0	2.38489965214118	0.326	0.045	0	Amil-Amillepora04959	Amil
0	2.38044769305033	0.391	0.065	0	Amil-Amillepora12947	Amil
0	2.36324955079183	0.312	0.046	0	Amil-Amillepora16905	Amil
2.85571483477323e-108	2.35735034858367	0.109	0.019	1.24092232430236e-103	Amil-Amillepora06786	Amil
0	2.34380182678276	0.548	0.118	0	Amil-Amillepora14515	Amil
0	2.33368715479903	0.343	0.053	0	Amil-orphan-730	Amil
6.30872403213587e-158	2.32929214877701	0.171	0.032	2.74139294092432e-153	Amil-Amillepora06901	Amil
3.03065928504666e-187	2.32657505352137	0.187	0.033	1.31694268572418e-182	Amil-Amillepora35991	Amil
0	2.32436707100267	0.722	0.174	0	Amil-Amillepora20677	Amil
3.28758641475997e-173	2.31975407955266	0.14	0.02	1.4285878006698e-168	Amil-Amillepora29510	Amil
1.49143865976073e-307	2.30550835806135	0.284	0.047	6.48089755212428e-303	Amil-Amillepora14668	Amil
4.54651671578833e-101	2.30136346150139	0.154	0.038	1.97564337367866e-96	Amil-Amillepora00659	Amil
1.87731127983888e-189	2.29888580204865	0.158	0.023	8.15766843541186e-185	Amil-Amillepora08331	Amil
1.79851436937134e-162	2.28716914894094	0.168	0.03	7.81526434066623e-158	Amil-Amillepora10637	Amil
1.31208609895291e-143	2.27538967149598	0.131	0.021	5.70153893438997e-139	Amil-Amillepora01599	Amil
9.89238204790474e-125	2.27343348600103	0.119	0.02	4.29863569509653e-120	Amil-orphan-4655	Amil
4.25689538109544e-311	2.26449059615363	0.243	0.034	1.84979131890121e-306	Amil-Amillepora16116	Amil
0	2.25775130126061	0.701	0.218	0	Amil-Amillepora04152	Amil
1.91549052198955e-201	2.25742632929902	0.169	0.025	8.32357251425338e-197	Amil-Amillepora31666	Amil
3.39494349680683e-184	2.25005711812908	0.158	0.024	1.47523874710244e-179	Amil-Amillepora06966	Amil
9.97027050852439e-206	2.24858766795873	0.171	0.025	4.33248134677419e-201	Amil-Amillepora13029	Amil
1.25087485383531e-107	2.23961462514825	0.11	0.02	5.43555158985595e-103	Amil-Amillepora19031	Amil
1.40251575175676e-164	2.2347277511822	0.166	0.029	6.09449194768383e-160	Amil-Amillepora16403	Amil
2.11341179751165e-203	2.22447697999894	0.229	0.045	9.18361962490712e-199	Amil-Amillepora32195	Amil
9.9061555438167e-121	2.22040865578371	0.117	0.02	4.30462083001011e-116	Amil-Amillepora04474	Amil
0	2.21876881895869	0.378	0.054	0	Amil-Amillepora13031	Amil
4.33417589343045e-108	2.21787031685153	0.1	0.016	1.88337279273127e-103	Amil-Amillepora10042	Amil
6.20115166307648e-101	2.21528330612755	0.111	0.021	2.69464844367326e-96	Amil-Amillepora07196	Amil
3.28148288476896e-111	2.21241220914804	0.126	0.024	1.42593557274751e-106	Amil-orphan-316	Amil
9.06220347643871e-110	2.21041253649474	0.107	0.018	3.93788989865168e-105	Amil-Amillepora24676	Amil
1.41987180765196e-182	2.21016892276293	0.103	0.01	6.16991095297084e-178	Amil-Amillepora32315	Amil
0	2.20842536440115	0.647	0.149	0	Amil-Amillepora07326	Amil
1.5470525899372e-187	2.18621977771998	0.187	0.033	6.72256232431311e-183	Amil-Amillepora01091	Amil
1.17980216367968e-188	2.18445117244682	0.184	0.031	5.12671232205367e-184	Amil-Amillepora23700	Amil
6.7881679781446e-134	2.18158486854954	0.15	0.029	2.94973051322295e-129	Amil-Amillepora01432	Amil
2.52502600878819e-201	2.18083219570454	0.224	0.044	1.09722480185882e-196	Amil-orphan-606	Amil
1.74291065509193e-206	2.17858802226154	0.229	0.043	7.57364396063647e-202	Amil-Amillepora25615	Amil
1.17267830674525e-151	2.17527952389559	0.146	0.025	5.09575631413082e-147	Amil-Amillepora18998	Amil
4.61509852716651e-220	2.17240856011599	0.226	0.04	2.00544491399494e-215	Amil-orphan-7028	Amil
1.17159544140549e-282	2.17107797451494	0.278	0.048	5.09105083108342e-278	Amil-Amillepora06484	Amil
8.36018165514428e-188	2.16662206704145	0.166	0.026	3.6328333364264e-183	Amil-Amillepora30007	Amil
0	2.15077182357135	0.641	0.127	0	Amil-Amillepora01754	Amil
1.96136111089751e-148	2.13006565933522	0.144	0.024	8.52289857129405e-144	Amil-orphan-6472	Amil
8.99077298788521e-157	2.12852114694534	0.15	0.025	3.90685049415564e-152	Amil-Amillepora05911	Amil
9.46526295820578e-260	2.12506232710941	0.319	0.068	4.11303536585874e-255	Amil-Amillepora02993	Amil
1.61128398214921e-178	2.11743829979127	0.203	0.039	7.00167341603117e-174	Amil-Amillepora25954	Amil
1.93508660674325e-93	2.11101186194957	0.102	0.019	8.40872534094213e-89	Amil-orphan-10713	Amil
8.21849220543868e-118	2.106828840359	0.104	0.016	3.57126360295132e-113	Amil-Amillepora26157	Amil
1.53997261242188e-250	2.10030944092927	0.318	0.069	6.69179699001804e-246	Amil-Amillepora10770	Amil
1.15050836768656e-149	2.09681174509429	0.153	0.027	4.99941906094518e-145	Amil-Amillepora05733	Amil
1.51516952409738e-197	2.0518473239592	0.219	0.042	6.58401765001277e-193	Amil-Amillepora26545	Amil
6.72788915213051e-146	2.04205746343544	0.117	0.016	2.92353695216679e-141	Amil-Amillepora16366	Amil
5.76833049023523e-229	2.03124215951952	0.293	0.063	2.50657033122682e-224	Amil-Amillepora22172	Amil
0	2.02989432813001	0.504	0.121	0	Amil-Amillepora10009	Amil
1.2092414928322e-169	2.02598923181598	0.158	0.026	5.25463798295306e-165	Amil-Amillepora28043	Amil
1.69547590725463e-154	2.02475580430201	0.183	0.037	7.36752100738427e-150	Amil-Amillepora08574	Amil
4.83799716061507e-162	2.02265326301737	0.169	0.03	2.10230328617367e-157	Amil-Amillepora15281	Amil
2.11497835406279e-164	2.02202956343004	0.1	0.01	9.19042693974444e-160	Amil-orphan-6628	Amil
1.04631626587133e-209	2.02079274110755	0.223	0.041	4.54666270171728e-205	Amil-Amillepora16996	Amil
0	2.0181634950962	0.527	0.116	0	Amil-Amillepora10410	Amil
